,committing,disadvantaged,decision
35489,Tyler Johnson,Andre Iguodala,CNC
35490,Tyler Johnson,Draymond Green,CNC
35491,Mikal Bridges,Alfonzo McKinnie,CNC
35492,Alfonzo McKinnie,Devin Booker,CC
35493,Mikal Bridges,Stephen Curry,CNC
35494,Stephen Curry,Mikal Bridges,CC
35495,Wes Iwundu,Joakim Noah,CNC
35496,Joakim Noah,Nikola Vucevic,CC
35497,Mike Conley,Wes Iwundu,CNC
35498,Delon Wright,Jonathan Isaac,CNC
35499,Avery Bradley,Terrence Ross,CNC
35500,Jonas Valanciunas,Wes Iwundu,CNC
35501,Delon Wright,Magic,CNC
35502,Jonas Valanciunas,Wes Iwundu,CNC
35503,Wes Iwundu,Delon Wright,CC
35504,CJ Miles,Jonathan Isaac,INC
35505,Nikola Vucevic,CJ Miles,CNC
35507,Jonas Valanciunas,Terrence Ross,CNC
35508,Terrence Ross,Mike Conley,CC
35510,Jonas Valanciunas,Wes Iwundu,CNC
35511,Jonathan Isaac,Grizzlies,CNC
35512,Justin Holiday,Terrence Ross,CNC
35513,Avery Bradley,Terrence Ross,CNC
35514,Nikola Vucevic,Avery Bradley,CNC
35515,Jonathan Isaac,Mike Conley,CC
35516,Mike Conley,Terrence Ross,CNC
35517,Magic,Grizzlies,CC
35518,Magic,Grizzlies,CC
35519,Nikola Vucevic,Justin Holiday,CC
35520,Jeff Green,De'Aaron Fox,CNC
35521,Jeff Green,Buddy Hield,CNC
35522,Nemanja Bjelica,Bradley Beal,CC
35523,Willie Cauley-Stein,Tomas Satoransky,CNC
35524,Bobby Portis,De'Aaron Fox,CNC
35525,Buddy Hield,Bobby Portis,CC
35526,Willie Cauley-Stein,Tomas Satoransky,CNC
35527,Jeff Green,Buddy Hield,CNC
35528,Willie Cauley-Stein,Bradley Beal,CNC
35529,Tomas Satoransky,De'Aaron Fox,CC
35530,Nemanja Bjelica,Jeff Green,INC
35531,Jeff Green,Buddy Hield,CNC
35532,Bobby Portis,Buddy Hield,CNC
35533,Harrison Barnes,Trevor Ariza,CNC
35534,Harrison Barnes,Tomas Satoransky,CC
35535,Jeff Green,Buddy Hield,CNC
35536,Harrison Barnes,Bobby Portis,CNC
35537,Bobby Portis,Harrison Barnes,CNC
35538,Harrison Barnes,Bradley Beal,CC
35539,Davis Bertans,Dwight Powell,CNC
35540,LaMarcus Aldridge,Dorian Finney-Smith,CNC
35541,Luka Doncic,Derrick White,CC
35542,Luka Doncic,Derrick White,CC
35544,LaMarcus Aldridge,Luka Doncic,CNC
35545,LaMarcus Aldridge,Dwight Powell,CNC
35546,LaMarcus Aldridge,Dwight Powell,CC
35547,Patty Mills,Luka Doncic,CC
35548,Derrick White,Luka Doncic,INC
35549,Dwight Powell,LaMarcus Aldridge,CC
35550,Derrick White,Mavericks,INC
35551,Maxi Kleber,DeMar DeRozan,CC
35552,Tim Hardaway Jr.,DeMar DeRozan,CC
35553,Bojan Bogdanovic,DeAndre Jordan,CNC
35554,DeAndre Jordan,Bojan Bogdanovic,CNC
35555,Dennis Smith Jr.,Darren Collison,CNC
35556,Noah Vonleh,Darren Collison,INC
35558,Noah Vonleh,Bojan Bogdanovic,CNC
35559,Dennis Smith Jr.,Darren Collison,CNC
35560,Dennis Smith Jr.,Darren Collison,CNC
35562,Wesley Matthews,Damyean Dotson,CC
35564,Thaddeus Young,Emmanuel Mudiay,CNC
35565,Darren Collison,Dennis Smith Jr.,CNC
35566,Dennis Smith Jr.,Darren Collison,CNC
35567,Noah Vonleh,Darren Collison,CC
35568,Collin Sexton,Ben Simmons,CNC
35569,Ante Zizic,Joel Embiid,CNC
35570,Cedi Osman,Ben Simmons,CNC
35571,Cedi Osman,Tobias Harris,CNC
35572,David Nwaba,Ben Simmons,CC
35573,Ante Zizic,Ben Simmons,CNC
35574,Tobias Harris,Ante Zizic,CNC
35575,Ante Zizic,Tobias Harris,CNC
35576,Joel Embiid,Jordan Clarkson,INC
35577,Ben Simmons,Collin Sexton,CNC
35578,Jordan Clarkson,Joel Embiid,CNC
35579,Jordan Clarkson,Joel Embiid,CNC
35581,Joel Embiid,Jordan Clarkson,CNC
35582,Ante Zizic,Mike Scott,INC
35583,Joel Embiid,Ante Zizic,CNC
35584,Cedi Osman,Joel Embiid,CC
35585,Jordan Clarkson,Tobias Harris,CNC
35586,Cedi Osman,Ben Simmons,INC
35587,Collin Sexton,Joel Embiid,CC
35588,Tobias Harris,Jordan Clarkson,CNC
35589,Stephen Curry,James Harden,CNC
35590,Clint Capela,Andre Iguodala,CNC
35591,Chris Paul,Andre Iguodala,CNC
35592,PJ Tucker,Andre Iguodala,CNC
35593,Stephen Curry,James Harden,CC
35594,James Harden,Andre Iguodala,CNC
35595,PJ Tucker,Andre Iguodala,CNC
35597,James Harden,Klay Thompson,CNC
35598,Klay Thompson,Chris Paul,CNC
35599,Klay Thompson,Chris Paul,CC
35600,DeMarcus Cousins,Eric Gordon,CNC
35601,James Harden,Stephen Curry,INC
35603,Eric Gordon,DeMarcus Cousins,CC
35604,Draymond Green,PJ Tucker,INC
35605,PJ Tucker,Stephen Curry,CNC
35606,PJ Tucker,Stephen Curry,CNC
35607,DeMarcus Cousins,James Harden,INC
35608,Chris Paul,Andre Iguodala,INC
35609,Andre Iguodala,Chris Paul,CC
35610,James Harden,Stephen Curry,CNC
35611,Stephen Curry,Rockets,CNC
35612,Clint Capela,Stephen Curry,CC
35613,James Harden,Andre Iguodala,CNC
35614,Andre Iguodala,James Harden,CC
35616,Chris Paul,Andre Iguodala,INC
35617,Gary Harris,Tim Hardaway Jr.,CNC
35618,Dwight Powell,Gary Harris,CNC
35619,Jamal Murray,Tim Hardaway Jr.,CNC
35620,Maxi Kleber,Nikola Jokic,CNC
35621,Gary Harris,Luka Doncic,CNC
35622,Dwight Powell,Nikola Jokic,CNC
35623,Mavericks,Nuggets,CNC
35624,Jalen Brunson,Nikola Jokic,CC
35625,Maxi Kleber,Jamal Murray,CNC
35626,Monte Morris,Jalen Brunson,CNC
35627,Monte Morris,Jalen Brunson,CNC
35628,Nikola Jokic,Dwight Powell,CNC
35629,Dwight Powell,Nikola Jokic,CNC
35630,Dwight Powell,Nikola Jokic,CNC
35632,Jalen Brunson,Jamal Murray,CNC
35633,Gary Harris,Mavericks,CC
35634,Gary Harris,Luka Doncic,CNC
35635,Gary Harris,Luka Doncic,CNC
35636,Nikola Jokic,Maxi Kleber,CNC
35637,Paul Millsap,Luka Doncic,CC
35638,Dwight Powell,Nikola Jokic,CNC
35639,Nikola Jokic,Dwight Powell,CNC
35640,Nuggets,Mavericks,CNC
35641,Myles Turner,Steven Adams,CC
35642,Bojan Bogdanovic,Paul George,CNC
35643,Paul George,Bojan Bogdanovic,CNC
35644,Domantas Sabonis,Jerami Grant,CNC
35645,Bojan Bogdanovic,Paul George,CC
35646,Domantas Sabonis,Jerami Grant,CNC
35647,Jerami Grant,Domantas Sabonis,CNC
35648,Paul George,Domantas Sabonis,CNC
35649,Wesley Matthews,Paul George,CNC
35650,Wesley Matthews,Paul George,CNC
35651,Wesley Matthews,Paul George,CNC
35652,Paul George,Pacers,CC
35653,Domantas Sabonis,Jerami Grant,CNC
35654,Paul George,Darren Collison,CNC
35655,Darren Collison,Paul George,CNC
35656,Myles Turner,Paul George,INC
35657,Domantas Sabonis,Jerami Grant,CNC
35658,Steven Adams,Bojan Bogdanovic,CNC
35659,Danuel House Jr.,Suns,CNC
35660,Deandre Ayton,PJ Tucker,CNC
35662,PJ Tucker,Devin Booker,CC
35663,Clint Capela,Devin Booker,CC
35664,PJ Tucker,Suns,CNC
35665,Mikal Bridges,Eric Gordon,CNC
35666,Kelly Oubre,James Harden,CNC
35667,James Harden,Kelly Oubre,CNC
35668,Rockets,Suns,CNC
35669,James Harden,Kelly Oubre,CNC
35670,PJ Tucker,Suns,CNC
35671,James Harden,Devin Booker,CNC
35672,Kelly Oubre,James Harden,INC
35674,Kelly Oubre,James Harden,CNC
35675,Danuel House Jr.,Josh Jackson,IC
35676,James Harden,Josh Jackson,CNC
35677,Mikal Bridges,James Harden,CC
35678,Mikal Bridges,Rockets,CNC
35679,James Harden,Devin Booker,CNC
35680,Mikal Bridges,James Harden,CC
35681,James Harden,Kelly Oubre,CNC
35682,Maxi Kleber,Cavaliers,CC
35684,Jalen Brunson,Kevin Love,CNC
35685,Dwight Powell,Kevin Love,CNC
35686,Ante Zizic,Devin Harris,CNC
35687,Devin Harris,Nik Stauskas,CNC
35688,Dirk Nowitzki,Ante Zizic,CNC
35689,Dirk Nowitzki,Collin Sexton,INC
35690,Collin Sexton,Dirk Nowitzki,CNC
35691,Dwight Powell,Kevin Love,CC
35692,Nik Stauskas,Maxi Kleber,INC
35693,Ante Zizic,Tim Hardaway Jr.,CNC
35694,Devin Harris,Collin Sexton,CNC
35695,Dirk Nowitzki,Collin Sexton,INC
35696,Cedi Osman,Devin Harris,CC
35697,Tim Hardaway Jr.,Nik Stauskas,CNC
35698,Paul Millsap,Thaddeus Young,CNC
35699,Will Barton,Myles Turner,CC
35700,Will Barton,Thaddeus Young,CNC
35701,Wesley Matthews,Paul Millsap,CNC
35702,Wesley Matthews,Will Barton,CC
35703,Will Barton,Bojan Bogdanovic,INC
35704,Thaddeus Young,Will Barton,CNC
35705,Mason Plumlee,Bojan Bogdanovic,CC
35706,Myles Turner,Juancho Hernangomez,CNC
35707,Paul Millsap,Myles Turner,CC
35708,Thaddeus Young,Paul Millsap,CNC
35709,Juancho Hernangomez,Myles Turner,CC
35710,Myles Turner,Paul Millsap,CNC
35711,Will Barton,Bojan Bogdanovic,CNC
35712,Mikal Bridges,Darius Miller,CNC
35713,Devin Booker,Darius Miller,CNC
35714,Dragan Bender,Julius Randle,CNC
35715,Mikal Bridges,Darius Miller,CNC
35716,Frank Jackson,Devin Booker,CNC
35717,Julius Randle,Mikal Bridges,CNC
35718,Dragan Bender,Darius Miller,CNC
35719,Darius Miller,Mikal Bridges,CNC
35720,Devin Booker,Frank Jackson,CNC
35721,Frank Jackson,Devin Booker,CNC
35722,Kelly Oubre,Julius Randle,CNC
35723,Dragan Bender,Julius Randle,CNC
35724,Julius Randle,Mikal Bridges,CNC
35725,Darius Miller,Devin Booker,CNC
35726,Elfrid Payton,Mikal Bridges,CNC
35727,Kelly Oubre,Frank Jackson,CNC
35728,Julius Randle,Josh Jackson,INC
35729,Dragan Bender,Julius Randle,CNC
35730,Darius Miller,Devin Booker,CNC
35731,Dragan Bender,Pelicans,INC
35732,Julius Randle,Dragan Bender,CNC
35733,Devin Booker,Julius Randle,CNC
35734,Darius Miller,Dragan Bender,CNC
35735,Dragan Bender,Julius Randle,CC
35736,Devin Booker,Kenrich Williams,INC
35737,Julius Randle,Kelly Oubre,CNC
35738,Julius Randle,Josh Jackson,CNC
35739,Frank Jackson,Ray Spalding,CNC
35740,Frank Jackson,Ian Clark,CNC
35741,Kelly Oubre,Kenrich Williams,CC
35742,Josh Jackson,Frank Jackson,CC
35743,Julius Randle,Kelly Oubre,INC
35744,Mikal Bridges,Julius Randle,CC
35745,Ray Spalding,Darius Miller,CNC
35746,Darius Miller,Devin Booker,INC
35748,Elfrid Payton,Suns,CC
35749,Troy Daniels,Darius Miller,CNC
35750,Darius Miller,Devin Booker,CC
35751,Pelicans,Suns,CC
35752,Kenrich Williams,Josh Jackson,CC
35753,Thomas Bryant,Delon Wright,CNC
35754,Chandler Parsons,Jabari Parker,CC
35755,Chandler Parsons,Tomas Satoransky,CNC
35756,Jonas Valanciunas,Tomas Satoransky,CNC
35757,Thomas Bryant,Jonas Valanciunas,CNC
35758,Jonas Valanciunas,Bradley Beal,CNC
35759,Jonas Valanciunas,Thomas Bryant,CNC
35761,Jonas Valanciunas,Tomas Satoransky,CNC
35762,Thomas Bryant,Mike Conley,IC
35763,Thomas Bryant,Avery Bradley,CNC
35764,Joakim Noah,Thomas Bryant,CNC
35765,Joakim Noah,Bradley Beal,CNC
35766,Jonas Valanciunas,Bradley Beal,CNC
35767,Mike Conley,Bradley Beal,CNC
35768,Tomas Satoransky,Avery Bradley,CNC
35769,Jonas Valanciunas,Thomas Bryant,CNC
35770,Mike Conley,Bradley Beal,CNC
35771,Jonas Valanciunas,Tomas Satoransky,CNC
35772,Bradley Beal,Avery Bradley,CNC
35773,Jabari Parker,Mike Conley,CNC
35774,Mike Conley,Tomas Satoransky,CNC
35775,Justin Holiday,Jabari Parker,CC
35776,Delon Wright,Tomas Satoransky,CC
35777,Danny Green,Andre Drummond,CNC
35778,Andre Drummond,Marc Gasol,CNC
35779,Wayne Ellington,Kawhi Leonard,CNC
35781,Andre Drummond,Kawhi Leonard,CNC
35782,Kawhi Leonard,Wayne Ellington,CNC
35783,Fred VanVleet,Wayne Ellington,CC
35784,Marc Gasol,Andre Drummond,IC
35785,Andre Drummond,Kawhi Leonard,CNC
35786,Fred VanVleet,Wayne Ellington,CNC
35787,Wayne Ellington,Kawhi Leonard,IC
35788,Danny Green,Blake Griffin,CNC
35789,Marc Gasol,Blake Griffin,CNC
35790,Marc Gasol,Andre Drummond,CNC
35791,Kawhi Leonard,Reggie Jackson,CC
35792,Marc Gasol,Reggie Jackson,CNC
35793,Pistons,Raptors,CC
35794,Pascal Siakam,Reggie Jackson,CC
35795,Andre Drummond,Marc Gasol,CNC
35796,Kawhi Leonard,Blake Griffin,CNC
35798,Pascal Siakam,Blake Griffin,CC
35800,Blake Griffin,Kawhi Leonard,CC
35803,Lou Williams,Jarrett Allen,CNC
35805,Montrezl Harrell,Spencer Dinwiddie,CNC
35806,Joe Harris,Lou Williams,CNC
35807,Jarrett Allen,Clippers,CNC
35808,Jarrett Allen,Montrezl Harrell,CNC
35809,Montrezl Harrell,Jarrett Allen,IC
35810,D'Angelo Russell,Lou Williams,CNC
35811,Montrezl Harrell,Spencer Dinwiddie,CNC
35812,Joe Harris,Clippers,CNC
35813,Jarrett Allen,Lou Williams,INC
35814,Jarrett Allen,Shai Gilgeous-Alexander,INC
35815,Shai Gilgeous-Alexander,Spencer Dinwiddie,CC
35816,DeMarre Carroll,Montrezl Harrell,CC
35818,DeMarre Carroll,Lou Williams,CNC
35819,Jarrett Allen,Patrick Beverley,CNC
35820,Patrick Beverley,Jarrett Allen,CNC
35821,DeMarre Carroll,Shai Gilgeous-Alexander,INC
35822,DeMarre Carroll,Lou Williams,INC
35823,Danilo Gallinari,D'Angelo Russell,CC
35824,Danilo Gallinari,D'Angelo Russell,CNC
35825,DeMarre Carroll,Clippers,INC
35826,Montrezl Harrell,DeMarre Carroll,CC
35827,Shai Gilgeous-Alexander,Joe Harris,CNC
35828,Patrick Beverley,Jarrett Allen,CNC
35829,Spencer Dinwiddie,Lou Williams,CNC
35830,Giannis Antetokounmpo,Jimmy Butler,CNC
35831,Jimmy Butler,Giannis Antetokounmpo,CNC
35832,Giannis Antetokounmpo,Ben Simmons,CNC
35833,JJ Redick,Giannis Antetokounmpo,CNC
35834,Brook Lopez,Joel Embiid,CC
35836,Ben Simmons,Giannis Antetokounmpo,CC
35837,Joel Embiid,Eric Bledsoe,CNC
35838,Brook Lopez,Joel Embiid,CNC
35839,Khris Middleton,Tobias Harris,CNC
35841,Jimmy Butler,Giannis Antetokounmpo,CNC
35843,Jimmy Butler,Giannis Antetokounmpo,CC
35844,Joel Embiid,Bucks,CNC
35845,Brook Lopez,Joel Embiid,CNC
35846,Brook Lopez,76ers,CNC
35847,Pat Connaughton,Jimmy Butler,CC
35848,Ben Simmons,Giannis Antetokounmpo,CNC
35849,Eric Bledsoe,Jimmy Butler,CC
35850,Khris Middleton,Joel Embiid,CC
35851,Khris Middleton,Joel Embiid,CNC
35852,Brook Lopez,Tobias Harris,CC
35853,Nikola Mirotic,76ers,CNC
35854,Emmanuel Mudiay,Alex Caruso,CC
35855,DeAndre Jordan,Kentavious Caldwell-Pope,CNC
35856,DeAndre Jordan,Alex Caruso,CNC
35857,Kyle Kuzma,Damyean Dotson,CNC
35858,LeBron James,Knicks,CNC
35859,LeBron James,Mario Hezonja,CNC
35860,Mario Hezonja,Johnathan Williams,CNC
35861,Johnathan Williams,Emmanuel Mudiay,CNC
35862,DeAndre Jordan,Lakers,CNC
35863,Kyle Kuzma,DeAndre Jordan,CC
35864,Mario Hezonja,LeBron James,CNC
35865,DeAndre Jordan,LeBron James,CNC
35866,Mario Hezonja,LeBron James,CNC
35867,Johnathan Williams,DeAndre Jordan,CNC
35868,Alex Caruso,Emmanuel Mudiay,CNC
35869,Mario Hezonja,LeBron James,CNC
35870,Johnathan Williams,Mario Hezonja,CNC
35871,Johnathan Williams,DeAndre Jordan,CNC
35872,Kentavious Caldwell-Pope,Emmanuel Mudiay,CC
35873,Mario Hezonja,LeBron James,CNC
35874,Wayne Ellington,Collin Sexton,CNC
35875,Nik Stauskas,Wayne Ellington,CNC
35876,Thon Maker,Collin Sexton,CNC
35877,Andre Drummond,Collin Sexton,CNC
35878,Nik Stauskas,Wayne Ellington,CNC
35880,Ante Zizic,Reggie Jackson,CNC
35881,Collin Sexton,Reggie Jackson,CNC
35882,David Nwaba,Pistons,CNC
35883,David Nwaba,Thon Maker,CNC
35884,Cedi Osman,Langston Galloway,CNC
35885,David Nwaba,Thon Maker,CNC
35886,Thon Maker,Ante Zizic,CC
35887,Reggie Jackson,Cavaliers,CNC
35888,Collin Sexton,Reggie Jackson,CNC
35889,Cedi Osman,Thon Maker,CNC
35890,Thon Maker,Nik Stauskas,CNC
35891,Langston Galloway,Cedi Osman,CC
35892,Wayne Ellington,David Nwaba,CNC
35893,David Nwaba,Reggie Jackson,CNC
35894,Langston Galloway,Nik Stauskas,CC
35895,Tim Hardaway Jr.,Julius Randle,CNC
35896,Julius Randle,Mavericks,CNC
35897,Darius Miller,Tim Hardaway Jr.,CNC
35898,Frank Jackson,Tim Hardaway Jr.,CNC
35899,Frank Jackson,Tim Hardaway Jr.,CNC
35900,Jalen Brunson,Pelicans,CNC
35901,Dwight Powell,Julius Randle,CC
35902,Julius Randle,Dorian Finney-Smith,CNC
35903,Elfrid Payton,Tim Hardaway Jr.,CNC
35904,Julius Randle,Mavericks,INC
35905,Tim Hardaway Jr.,Elfrid Payton,CC
35906,Kenrich Williams,Jalen Brunson,CNC
35907,Julius Randle,Luka Doncic,CC
35908,Tim Hardaway Jr.,Kenrich Williams,CNC
35909,Frank Jackson,Jalen Brunson,CNC
35911,Kenrich Williams,Luka Doncic,CC
35912,Dwight Powell,Kenrich Williams,CNC
35913,Elfrid Payton,Luka Doncic,CNC
35914,Cheick Diallo,Dwight Powell,CNC
35915,Tim Hardaway Jr.,Frank Jackson,CNC
35916,Dwight Powell,Kenrich Williams,CNC
35917,Darius Miller,Dorian Finney-Smith,CNC
35918,Cheick Diallo,Luka Doncic,CNC
35919,Luka Doncic,Pelicans,INC
35920,Luka Doncic,Frank Jackson,CC
35921,Frank Jackson,Tim Hardaway Jr.,CC
35922,Elfrid Payton,Luka Doncic,CNC
35923,Luka Doncic,Elfrid Payton,CC
35924,Kenrich Williams,Dwight Powell,CNC
35925,Devin Harris,Darius Miller,CC
35926,Devin Harris,Darius Miller,INC
35927,Ben Simmons,Jeremy Lamb,CNC
35928,Jeremy Lamb,James Ennis,CNC
35929,James Ennis,Jeremy Lamb,CNC
35930,Frank Kaminsky,Jimmy Butler,CNC
35931,James Ennis,Jeremy Lamb,CC
35932,Nicolas Batum,Jimmy Butler,CNC
35933,JJ Redick,Hornets,CNC
35934,Kemba Walker,JJ Redick,CNC
35935,Marvin Williams,Ben Simmons,INC
35936,JJ Redick,Nicolas Batum,CNC
35937,Kemba Walker,Jimmy Butler,CNC
35938,Tobias Harris,Dwayne Bacon,CNC
35939,Jeremy Lamb,James Ennis,CNC
35940,Jimmy Butler,Kemba Walker,CNC
35941,James Ennis,Jeremy Lamb,CC
35942,Nicolas Batum,Jimmy Butler,CC
35943,Bismack Biyombo,Tobias Harris,CC
35944,T.J. McConnell,Jeremy Lamb,CNC
35945,Tobias Harris,Nicolas Batum,CNC
35946,Tobias Harris,Nicolas Batum,CNC
35947,Frank Kaminsky,Tobias Harris,CC
35948,Patrick Beverley,Bojan Bogdanovic,CC
35949,Wesley Matthews,Lou Williams,CNC
35950,Domantas Sabonis,Shai Gilgeous-Alexander,CNC
35951,Shai Gilgeous-Alexander,Domantas Sabonis,CC
35952,Wesley Matthews,Danilo Gallinari,CNC
35953,Thaddeus Young,Lou Williams,CNC
35954,Domantas Sabonis,Lou Williams,CNC
35955,Danilo Gallinari,Tyreke Evans,CNC
35956,Patrick Beverley,Wesley Matthews,CNC
35957,Bojan Bogdanovic,Lou Williams,CNC
35958,Domantas Sabonis,Sindarius Thornwell,CNC
35959,Danilo Gallinari,Tyreke Evans,CNC
35960,Patrick Beverley,Wesley Matthews,CNC
35961,Patrick Beverley,Pacers,CNC
35962,Tyreke Evans,Patrick Beverley,CNC
35963,Patrick Beverley,Bojan Bogdanovic,CNC
35965,Bojan Bogdanovic,Sindarius Thornwell,CNC
35966,Thaddeus Young,Shai Gilgeous-Alexander,CC
35967,Jared Dudley,De'Aaron Fox,CNC
35968,Nemanja Bjelica,D'Angelo Russell,CNC
35969,Rondae Hollis-Jefferson,De'Aaron Fox,CNC
35970,Jared Dudley,De'Aaron Fox,CC
35971,Jared Dudley,Buddy Hield,CNC
35972,Harrison Barnes,D'Angelo Russell,CNC
35973,Jared Dudley,De'Aaron Fox,CNC
35974,Jared Dudley,De'Aaron Fox,CNC
35975,Marvin Bagley III,D'Angelo Russell,INC
35976,Jared Dudley,De'Aaron Fox,CC
35977,De'Aaron Fox,D'Angelo Russell,CNC
35978,Buddy Hield,D'Angelo Russell,CNC
35979,Harrison Barnes,Rondae Hollis-Jefferson,INC
35980,Rondae Hollis-Jefferson,Marvin Bagley III,CNC
35981,Rodions Kurucs,Marvin Bagley III,CNC
35982,Rondae Hollis-Jefferson,Marvin Bagley III,CNC
35983,Marvin Bagley III,Rondae Hollis-Jefferson,CC
35984,Marvin Bagley III,Rondae Hollis-Jefferson,CNC
35985,Jared Dudley,Buddy Hield,CNC
35986,Kris Dunn,Bradley Beal,CNC
35987,Jabari Parker,Lauri Markkanen,CNC
35988,Bobby Portis,Robin Lopez,CNC
35989,Kris Dunn,Jabari Parker,CNC
35990,Ryan Arcidiacono,Jabari Parker,CNC
35991,Jabari Parker,Lauri Markkanen,CNC
35992,Tomas Satoransky,Lauri Markkanen,CNC
35993,Tomas Satoransky,Shaquille Harrison,CNC
35994,Bobby Portis,Kris Dunn,CNC
35995,Kris Dunn,Bradley Beal,CNC
35996,Troy Brown Jr.,Kris Dunn,CC
35997,Lauri Markkanen,Tomas Satoransky,CNC
35998,Bobby Portis,Lauri Markkanen,CC
35999,Jabari Parker,Lauri Markkanen,CNC
36002,Lauri Markkanen,Jabari Parker,CNC
36003,Tomas Satoransky,Ryan Arcidiacono,CC
36004,Bobby Portis,Kris Dunn,CNC
36005,Ryan Arcidiacono,Bradley Beal,CNC
36006,Bobby Portis,Robin Lopez,CNC
36007,Bobby Portis,Robin Lopez,CNC
36008,Bobby Portis,Robin Lopez,IC
36009,Kris Dunn,Bradley Beal,CNC
36011,Bradley Beal,Kris Dunn,CNC
36012,Robin Lopez,Bradley Beal,CNC
36013,Bobby Portis,Ryan Arcidiacono,CNC
36014,Jabari Parker,Robin Lopez,CNC
36015,Kris Dunn,Bradley Beal,CC
36016,Jabari Parker,Lauri Markkanen,CNC
36017,Bradley Beal,Robin Lopez,CNC
36018,Robin Lopez,Bradley Beal,CNC
36019,Jabari Parker,Lauri Markkanen,CNC
36020,Bradley Beal,Kris Dunn,CNC
36022,Bradley Beal,Kris Dunn,CC
36023,Bobby Portis,Robin Lopez,CNC
36024,Shaquille Harrison,Bradley Beal,CNC
36025,Bradley Beal,Bulls,INC
36026,Shaquille Harrison,Bradley Beal,CC
36027,Robin Lopez,Jabari Parker,INC
36028,Lauri Markkanen,Bobby Portis,CNC
36029,Shaquille Harrison,Jabari Parker,IC
36030,Bradley Beal,Kris Dunn,CNC
36031,Jabari Parker,Bulls,CC
36032,Tomas Satoransky,Kris Dunn,CC
36033,Shaquille Harrison,Bradley Beal,CNC
36034,Bradley Beal,Shaquille Harrison,CC
36035,Bobby Portis,Shaquille Harrison,CNC
36036,Ante Zizic,Pat Connaughton,CNC
36037,Eric Bledsoe,Cavaliers,CNC
36038,Khris Middleton,Cedi Osman,CNC
36039,Brook Lopez,Jordan Clarkson,CNC
36040,Eric Bledsoe,Collin Sexton,CNC
36041,Larry Nance Jr.,Eric Bledsoe,CNC
36042,Ersan Ilyasova,Collin Sexton,CNC
36043,Eric Bledsoe,Collin Sexton,CNC
36044,Collin Sexton,Eric Bledsoe,CC
36045,Larry Nance Jr.,Eric Bledsoe,CNC
36046,Eric Bledsoe,Collin Sexton,CNC
36047,Khris Middleton,Cedi Osman,CNC
36048,Ersan Ilyasova,Larry Nance Jr.,CNC
36049,Brook Lopez,David Nwaba,CNC
36050,Eric Bledsoe,Jordan Clarkson,CC
36051,Pat Connaughton,Jordan Clarkson,CC
36052,Larry Nance Jr.,Eric Bledsoe,CNC
36053,Clint Capela,Justin Holiday,CNC
36054,Bruno Caboclo,James Harden,CNC
36055,James Harden,Mike Conley,CNC
36056,Clint Capela,Justin Holiday,CNC
36057,Danuel House Jr.,Bruno Caboclo,CNC
36058,Grizzlies,Rockets,CC
36059,Clint Capela,Delon Wright,CNC
36060,James Harden,Jonas Valanciunas,CNC
36062,Danuel House Jr.,Mike Conley,CNC
36063,Clint Capela,Grizzlies,INC
36064,Chris Paul,Justin Holiday,CNC
36066,Jonas Valanciunas,Chris Paul,CNC
36067,Clint Capela,Mike Conley,CNC
36068,Chris Paul,Mike Conley,CNC
36069,Jonas Valanciunas,Chris Paul,CNC
36070,Chris Paul,Delon Wright,CNC
36071,Jonas Valanciunas,James Harden,CNC
36073,Mike Conley,Danuel House Jr.,CNC
36074,Jonas Valanciunas,Danuel House Jr.,INC
36075,James Harden,Mike Conley,INC
36076,Chris Paul,Bruno Caboclo,CC
36077,PJ Tucker,Bruno Caboclo,CC
36078,Joakim Noah,James Harden,CNC
36079,Bruno Caboclo,James Harden,CNC
36080,Justin Holiday,Clint Capela,CNC
36082,Joakim Noah,Clint Capela,CC
36083,Chris Paul,Justin Holiday,CNC
36084,Danuel House Jr.,Justin Holiday,CC
36085,PJ Tucker,Mike Conley,CNC
36086,Justin Holiday,James Harden,CC
36087,Chandler Parsons,Rockets,CNC
36088,PJ Tucker,Chandler Parsons,CNC
36089,Chris Paul,Jonas Valanciunas,CNC
36090,Jonas Valanciunas,Clint Capela,CNC
36092,Jonas Valanciunas,Chris Paul,CNC
36093,James Harden,Jonas Valanciunas,CC
36094,PJ Tucker,Mike Conley,CNC
36096,Clint Capela,Mike Conley,CNC
36097,Chris Paul,Delon Wright,CNC
36098,Mike Conley,James Harden,CNC
36099,Jonas Valanciunas,Rockets,CNC
36100,James Harden,Mike Conley,CNC
36101,James Harden,Mike Conley,CNC
36102,Chris Paul,Delon Wright,CNC
36103,Clint Capela,Delon Wright,INC
36104,Jonas Valanciunas,Chris Paul,CNC
36105,Mike Conley,PJ Tucker,CNC
36106,Chris Paul,Mike Conley,CNC
36107,Clint Capela,Jonas Valanciunas,CC
36108,Bruno Caboclo,PJ Tucker,CNC
36109,Jerami Grant,Pascal Siakam,CNC
36110,Marc Gasol,Jerami Grant,CNC
36111,Pascal Siakam,Dennis Schroder,CNC
36112,Danny Green,Jerami Grant,CNC
36113,Jerami Grant,Kawhi Leonard,CNC
36114,Paul George,Raptors,CNC
36115,Danny Green,Paul George,CNC
36116,Kawhi Leonard,Thunder,CNC
36117,Paul George,Kawhi Leonard,CNC
36118,Paul George,Danny Green,CNC
36120,Marc Gasol,Russell Westbrook,CC
